product,console,loose_old,loose_new,cib_old,cib_new,loose_market,cib_market,source,status
Dashin' Desperadoes - Sega Genesis Game,Sega Genesis,26.64,25.99,26.64,46.99,19.73333333333333,35.519999999999996,uplift_1.8x,APPLY
David Crane's Amazing Tennis - Sega Genesis Game,Sega Genesis,8.11,7.99,8.11,13.99,6.007407407407406,10.81333333333333,uplift_1.8x,APPLY
Davis Cup Tennis - GBA Game,Gameboy Advance,3.9,2.99,3.9,6.99,2.888888888888889,5.2,uplift_1.8x,APPLY
Day Dreamin' Davey - NES Game,NES,33.71,32.99,33.71,59.99,24.970370370370368,44.946666666666665,uplift_1.8x,APPLY
Dead in the Water - PS1 Game,Playstation,13.51,12.99,13.51,23.99,10.007407407407406,18.013333333333332,uplift_1.8x,APPLY
Dead or Alive 1 Ultimate - Xbox Game,Xbox,8.99,7.99,8.99,8.99,5.95,6.99,pc_search,APPLY
Dead to Rights - Gamecube Game,Gamecube,16.99,15.99,16.99,16.99,12.13,12.73,pc_search,APPLY
Death Duel - Sega Genesis Game,Sega Genesis,21.58,20.99,21.58,37.99,15.985185185185182,28.77333333333333,uplift_1.8x,APPLY
Death Race - NES Game,NES,82.14,81.99,82.14,146.99,60.84444444444444,109.52,uplift_1.8x,APPLY
Deca Sports 3 - Wii Game,Wii,8.59,7.99,8.59,14.99,6.362962962962962,11.453333333333333,uplift_1.8x,APPLY
Decap Attack - Sega Genesis Game,Sega Genesis,27.99,27.99,27.99,49.99,20.73333333333333,37.31999999999999,uplift_1.8x,APPLY
Deception III Dark Delusion - PS1 Game,Playstation,94.98,93.99,94.98,169.99,70.35555555555555,126.64,uplift_1.8x,APPLY
Deer Drive Legends - Wii Game,Wii,43.01,42.99,43.01,76.99,31.859259259259257,57.346666666666664,uplift_1.8x,APPLY
Deer Hunter - PS2 Game,Playstation 2,11.12,10.99,11.12,19.99,8.237037037037036,14.826666666666664,uplift_1.8x,APPLY
Delta Force Black Hawk Down - PS2 Game,Playstation 2,10.99,10.99,10.99,12.99,8.66,10.0,pc_search,APPLY
Demon Sword - NES Game,NES,11.56,10.99,11.56,19.99,8.562962962962963,15.413333333333334,uplift_1.8x,APPLY
Desert Commander - NES Game,NES,13.04,12.99,13.04,22.99,9.659259259259258,17.386666666666667,uplift_1.8x,APPLY
Desert Demolition - Sega Genesis Game,Sega Genesis,11.59,10.99,11.59,19.99,8.585185185185184,15.453333333333331,uplift_1.8x,APPLY
Desert Strike Advance - GBA Game,Gameboy Advance,24.3,23.99,24.3,42.99,18.0,32.4,uplift_1.8x,APPLY
Desert Strike Return to the Gulf - SNES Game,SNES,21.58,20.99,21.58,37.99,15.985185185185182,28.77333333333333,uplift_1.8x,APPLY
Destiny of an Emperor - NES Game,NES,55.8,54.99,55.8,99.99,41.33333333333333,74.39999999999999,uplift_1.8x,APPLY
Dexters Laboratory Chess Challenge - GBA Game,Gameboy Advance,14.99,13.99,14.99,18.99,10.6,11.02,pc_search,APPLY
DICE DNA Integrated Cybernetic - PS2 Game,Playstation 2,4.83,3.99,4.83,7.99,3.5777777777777775,6.4399999999999995,uplift_1.8x,APPLY
Dick Tracy - Gameboy Game,Gameboy,116.19,115.99,116.19,208.99,86.06666666666666,154.92,uplift_1.8x,APPLY
Dick Tracy - NES Game,NES,13.41,12.99,13.41,23.99,9.933333333333334,17.880000000000003,uplift_1.8x,APPLY
Dick Tracy - Sega Genesis Game,Sega Genesis,36.24,35.99,36.24,64.99,26.844444444444445,48.32,uplift_1.8x,APPLY
Dick Vitale's Awesome Baby College Hoops - Sega Genesis Game,Sega Genesis,19.81,18.99,19.81,34.99,14.674074074074072,26.41333333333333,uplift_1.8x,APPLY
Dirty Harry - NES Game,NES,18.98,17.99,18.98,33.99,14.059259259259258,25.306666666666665,uplift_1.8x,APPLY
DiscWorld II Mortality Bytes - PS1 Game,Playstation,80.56,79.99,80.56,144.99,59.67407407407407,107.41333333333333,uplift_1.8x,APPLY
Disgaea Infinite - PSP Game,PSP,16.4,15.99,16.4,28.99,12.148148148148147,21.866666666666664,uplift_1.8x,APPLY
Disney Sing It: Family Hits - Wii Game,Wii,12.99,11.99,12.99,16.99,8.96,9.57,pc_search,APPLY
Diva Girls: Divas On Ice - Wii Game,Wii,5.97,4.99,5.97,9.99,4.422222222222222,7.959999999999999,uplift_1.8x,APPLY
Diva Starz Mall Mania - Gameboy Color Game,Gameboy Color,7.21,6.99,7.21,11.99,5.34074074074074,9.613333333333333,uplift_1.8x,APPLY
DJ Boy - Sega Genesis Game,Sega Genesis,18.17,17.99,18.17,31.99,13.459259259259259,24.226666666666667,uplift_1.8x,APPLY
Donald Duck AdvancePAL  - GBA Game,Gameboy Advance,14.95,13.99,14.95,25.99,11.074074074074073,19.93333333333333,uplift_1.8x,APPLY
Donald Duck Going Quackers - Gamecube Game,Gamecube,30.13,29.99,30.13,53.99,22.318518518518516,40.17333333333333,uplift_1.8x,APPLY
Donald Duck Going Quackers - PS2 Game,Playstation 2,18.22,17.99,18.22,31.99,13.496296296296295,24.293333333333333,uplift_1.8x,APPLY
Donkey Kong Barrel Blast - Wii Game,Wii,22.07,21.99,22.07,38.99,16.348148148148148,29.426666666666666,uplift_1.8x,APPLY
Donkey Kong Country 2 - SNES Game,SNES,31.89,30.99,31.89,56.99,23.62222222222222,42.519999999999996,uplift_1.8x,APPLY
Donkey Kong Country 3 - SNES Game,SNES,40.4,39.99,40.4,71.99,29.925925925925924,53.86666666666667,uplift_1.8x,APPLY
Donkey Konga (Game only) - Gamecube Game,Gamecube,16.94,15.99,16.94,29.99,12.548148148148147,22.586666666666666,uplift_1.8x,APPLY
Doom - SNES Game,SNES,65.93,64.99,65.93,117.99,48.83703703703704,87.90666666666668,uplift_1.8x,APPLY
Doom Troopers - Sega Genesis Game,Sega Genesis,54.72,53.99,54.72,97.99,40.53333333333333,72.96,uplift_1.8x,APPLY
Dora the Explorer Super Spies - GBA Game,Gameboy Advance,6.93,5.99,6.93,11.99,5.133333333333333,9.24,uplift_1.8x,APPLY
Double Dragon III The Arcade Game - Gameboy Game,Gameboy,28.75,27.99,28.75,50.99,21.296296296296294,38.33333333333333,uplift_1.8x,APPLY
Double Dragon III The Arcade Game - Sega Genesis Game,Sega Genesis,32.23,31.99,32.23,57.99,23.87407407407407,42.97333333333333,uplift_1.8x,APPLY
Double Dragon V The Shadow Falls - Sega Genesis Game,Sega Genesis,23.61,22.99,23.61,41.99,17.488888888888887,31.479999999999997,uplift_1.8x,APPLY
Double Dragon V The Shadow Falls - SNES Game,SNES,25.67,24.99,25.67,45.99,19.014814814814816,34.22666666666667,uplift_1.8x,APPLY
Dr Chaos - NES Game,NES,13.54,12.99,13.54,23.99,10.029629629629628,18.05333333333333,uplift_1.8x,APPLY
Dr Robotnik's Mean Bean Machine - Sega Genesis Game,Sega Genesis,30.62,29.99,30.62,54.99,22.68148148148148,40.82666666666667,uplift_1.8x,APPLY
Dr. Mario 64 - Nintendo 64 Game,Nintendo 64,43.78,42.99,43.78,77.99,32.42962962962963,58.373333333333335,uplift_1.8x,APPLY
Dragon Ball Z Buu's Fury / GT Transformation - GBA Game,Gameboy Advance,65.19,64.99,65.19,116.99,48.288888888888884,86.91999999999999,uplift_1.8x,APPLY
Dragon Ball Z Sagas - Gamecube Game,Gamecube,20.31,19.99,20.31,35.99,15.044444444444443,27.08,uplift_1.8x,APPLY
Dragon Ball Z Sagas - PS2 Game,Playstation 2,18.98,17.99,18.98,33.99,14.059259259259258,25.306666666666665,uplift_1.8x,APPLY
Dragon Ball Z Shin Budokai: Another Road - PSP Game,PSP,55.98,54.99,55.98,99.99,41.46666666666666,74.63999999999999,uplift_1.8x,APPLY
Dragon Quest Swords The Masked Queen and the Tower of Mirrors - Wii Game,Wii,20.91,19.99,20.91,36.99,15.488888888888887,27.88,uplift_1.8x,APPLY
Dragon Spirit - NES Game,NES,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
Dragon Tales Dragon Adventures - Gameboy Color Game,Gameboy Color,10.86,9.99,10.86,18.99,8.044444444444444,14.48,uplift_1.8x,APPLY
Dragon Tales Dragon Adventures - GBA Game,Gameboy Advance,14.37,13.99,14.37,24.99,10.644444444444444,19.16,uplift_1.8x,APPLY
Dragon Warrior 7 - PS1 Game,Playstation,82.61,81.99,82.61,147.99,61.19259259259259,110.14666666666666,uplift_1.8x,APPLY
Dragon Warrior II - NES Game,NES,84.83,83.99,84.83,151.99,62.83703703703703,113.10666666666665,uplift_1.8x,APPLY
Dragon: The Bruce Lee Story - Sega Genesis Game,Sega Genesis,17.23,16.99,17.23,30.99,12.762962962962963,22.973333333333333,uplift_1.8x,APPLY
Drake and Josh - GBA Game,Gameboy Advance,8.69,7.99,8.69,14.99,6.437037037037037,11.586666666666666,uplift_1.8x,APPLY
Drakkhen - SNES Game,SNES,12.37,11.99,12.37,21.99,9.162962962962961,16.493333333333332,uplift_1.8x,APPLY
Dream Pinball 3D - Wii Game,Wii,8.99,7.99,8.99,12.99,6.44,6.5,pc_search,APPLY
DT Carnage - PS2 Game,Playstation 2,12.27,11.99,12.27,21.99,9.088888888888889,16.36,uplift_1.8x,APPLY
DT Carnage - PSP Game,PSP,9.6,8.99,9.6,16.99,7.111111111111111,12.799999999999999,uplift_1.8x,APPLY
Dual Blades - GBA Game,Gameboy Advance,23.77,22.99,23.77,41.99,17.607407407407408,31.693333333333335,uplift_1.8x,APPLY
Ducati World Racing Challenge - PS1 Game,Playstation,9.56,8.99,9.56,16.99,7.0814814814814815,12.746666666666666,uplift_1.8x,APPLY
Dune The Battle for Arrakis - Sega Genesis Game,Sega Genesis,91.34,90.99,91.34,163.99,67.65925925925926,121.78666666666666,uplift_1.8x,APPLY
Dungeon Explorer Warriors of Ancient Arts - PSP Game,PSP,21.44,20.99,21.44,37.99,15.881481481481481,28.586666666666666,uplift_1.8x,APPLY
Dungeon Magic - NES Game,NES,13.8,12.99,13.8,23.99,10.222222222222221,18.4,uplift_1.8x,APPLY
Dungeon Siege Throne of Agony - PSP Game,PSP,13.99,12.99,13.99,17.99,9.75,9.9,pc_search,APPLY
Dynamite Duke - Sega Genesis Game,Sega Genesis,40.05,39.99,40.05,71.99,29.666666666666664,53.4,uplift_1.8x,APPLY
Dynamite Headdy - Sega Genesis Game,Sega Genesis,36.24,35.99,36.24,64.99,26.844444444444445,48.32,uplift_1.8x,APPLY
Dynasty Warriors Vol. 2 - PSP Game,PSP,15.2,14.99,15.2,26.99,11.259259259259258,20.266666666666666,uplift_1.8x,APPLY
Dynowarz The Destruction of Spondylus - NES Game,NES,13.54,12.99,13.54,23.99,10.029629629629628,18.05333333333333,uplift_1.8x,APPLY
Earth Defense Force - SNES Game,SNES,31.81,30.99,31.81,56.99,23.56296296296296,42.41333333333333,uplift_1.8x,APPLY
Earthworm Jim - SNES Game,SNES,43.49,42.99,43.49,77.99,32.214814814814815,57.98666666666667,uplift_1.8x,APPLY
Earthworm Jim 2 - Sega Genesis Game,Sega Genesis,49.3,48.99,49.3,87.99,36.51851851851851,65.73333333333332,uplift_1.8x,APPLY
Earthworm Jim 2 - SNES Game,SNES,39.86,38.99,39.86,70.99,29.525925925925925,53.14666666666667,uplift_1.8x,APPLY
Ecco Jr - Sega Genesis Game,Sega Genesis,21.74,20.99,21.74,38.99,16.1037037037037,28.98666666666666,uplift_1.8x,APPLY
ECW Hardcore Revolution - Sega Dreamcast Game,Sega Dreamcast,15.74,15.74,15.74,15.74,11.71,11.95,pc_search,NO_CHANGE
Ed Edd N Eddy Mis-Edventures - Gamecube Game,Gamecube,34.88,33.99,34.88,61.99,25.83703703703704,46.50666666666667,uplift_1.8x,APPLY
Eggs of Steel - PS1 Game,Playstation,40.0,39.99,40.0,71.99,29.629629629629626,53.33333333333333,uplift_1.8x,APPLY
Enchanted Once Upon Andalasia - GBA Game,Gameboy Advance,9.85,8.99,9.85,16.99,7.296296296296296,13.133333333333333,uplift_1.8x,APPLY
End War - PSP Game,PSP,7.87,6.99,7.87,13.99,5.829629629629629,10.493333333333332,uplift_1.8x,APPLY
Endgame - PS2 Game,Playstation 2,20.99,19.99,20.99,24.99,15.0,15.53,pc_search,APPLY
ESPN Baseball Tonight - Sega Genesis Game,Sega Genesis,8.21,7.99,8.21,13.99,6.0814814814814815,10.946666666666667,uplift_1.8x,APPLY
ESPN College Hoops 2K5 - PS2 Game,Playstation 2,9.86,8.99,9.86,16.99,7.303703703703703,13.146666666666665,uplift_1.8x,APPLY
ESPN MLS ExtraTime 2002 - Gamecube Game,Gamecube,12.34,11.99,12.34,21.99,9.14074074074074,16.453333333333333,uplift_1.8x,APPLY
ESPN National Hockey Night - Sega Genesis Game,Sega Genesis,10.14,9.99,10.14,17.99,7.511111111111111,13.52,uplift_1.8x,APPLY
ESPN NBA 2Night - Sega Dreamcast Game,Sega Dreamcast,14.61,13.99,14.61,25.99,10.822222222222221,19.479999999999997,uplift_1.8x,APPLY
ESPN Sports Connection - Wii U Game,Wii U,15.73,14.99,15.73,27.99,11.651851851851852,20.973333333333333,uplift_1.8x,APPLY
ESPN Sunday Night NFL - Sega Genesis Game,Sega Genesis,6.02,5.99,6.02,9.99,4.459259259259259,8.026666666666666,uplift_1.8x,APPLY
ET the Extra Terrestrial: Digital Companion - Gameboy Color Game,Gameboy Color,13.95,12.99,13.95,24.99,10.333333333333332,18.599999999999998,uplift_1.8x,APPLY
Eternal Poison - PS2 Game,Playstation 2,94.98,93.99,94.98,169.99,70.35555555555555,126.64,uplift_1.8x,APPLY
EverGirl - GBA Game,Gameboy Advance,5.37,4.99,5.37,8.99,3.9777777777777774,7.159999999999999,uplift_1.8x,APPLY
Ex-Mutants - Sega Genesis Game,Sega Genesis,18.13,17.99,18.13,31.99,13.429629629629629,24.173333333333332,uplift_1.8x,APPLY
Exo Squad - Sega Genesis Game,Sega Genesis,31.09,30.99,31.09,54.99,23.02962962962963,41.45333333333333,uplift_1.8x,APPLY
F-Zero - SNES Game,SNES,20.52,19.99,20.52,35.99,15.2,27.36,uplift_1.8x,APPLY
F1 World Grand Prix 1999 - PS1 Game,Playstation,13.15,10.99,13.15,11.99,8.7,9.41,pc_search,APPLY
Faceball 2000 - Gameboy Game,Gameboy,33.12,32.99,33.12,58.99,24.53333333333333,44.16,uplift_1.8x,APPLY
Faery Tale Adventure - Sega Genesis Game,Sega Genesis,14.49,13.99,14.49,25.99,10.733333333333333,19.32,uplift_1.8x,APPLY
Fairly Odd Parents Enter the Cleft - GBA Game,Gameboy Advance,12.34,11.99,12.34,21.99,9.14074074074074,16.453333333333333,uplift_1.8x,APPLY
Fairly Odd Parents Shadow Showdown - Gamecube Game,Gamecube,21.59,20.99,21.59,37.99,15.992592592592592,28.786666666666665,uplift_1.8x,APPLY
Fairly Odd Parents: Breakin' Da Rules - GBA Game,Gameboy Advance,9.76,8.99,9.76,16.99,7.229629629629629,13.013333333333334,uplift_1.8x,APPLY
Family Feud - PS2 Game,Playstation 2,9.69,8.99,9.69,16.99,7.177777777777777,12.92,uplift_1.8x,APPLY
Family Feud Decades - Wii Game,Wii,8.5,7.99,8.5,14.99,6.296296296296296,11.333333333333332,uplift_1.8x,APPLY
Family Feud: 2010 Edition - Wii Game,Wii,10.93,9.99,10.93,18.99,8.096296296296295,14.57333333333333,uplift_1.8x,APPLY
Fantasia - Sega Genesis Game,Sega Genesis,16.27,15.99,16.27,28.99,12.05185185185185,21.69333333333333,uplift_1.8x,APPLY
Fantastic 4 Rise of the Silver Surfer - PS2 Game,Playstation 2,8.49,7.99,8.49,14.99,6.288888888888889,11.32,uplift_1.8x,APPLY
Fatal Frame 3 Tormented - PS2 Game,Playstation 2,115.48,114.99,115.48,206.99,85.54074074074074,153.97333333333336,uplift_1.8x,APPLY
Fatal Fury - SNES Game,SNES,22.36,21.99,22.36,39.99,16.56296296296296,29.81333333333333,uplift_1.8x,APPLY
Fatal Fury Mark of the Wolves - Sega Dreamcast Game,Sega Dreamcast,69.31,68.99,69.31,123.99,51.34074074074074,92.41333333333334,uplift_1.8x,APPLY
Fatal Labyrinth - Sega Genesis Game,Sega Genesis,21.85,20.99,21.85,38.99,16.185185185185187,29.133333333333336,uplift_1.8x,APPLY
Fear Factor Unleashed - GBA Game,Gameboy Advance,8.05,7.99,8.05,13.99,5.962962962962963,10.733333333333333,uplift_1.8x,APPLY
FIFA 96 - Sega Genesis Game,Sega Genesis,10.41,9.99,10.41,17.99,7.71111111111111,13.879999999999999,uplift_1.8x,APPLY
Fighter Maker 2 - PS2 Game,Playstation 2,14.16,13.99,14.16,24.99,10.488888888888889,18.88,uplift_1.8x,APPLY
Fighting Force - PS1 Game,Playstation,25.99,17.99,25.99,31.99,13.65,23.99,pc_search,APPLY
Fighting Masters - Sega Genesis Game,Sega Genesis,21.75,20.99,21.75,38.99,16.11111111111111,29.0,uplift_1.8x,APPLY
Final Fantasy Adventure - Gameboy Game,Gameboy,61.78,60.99,61.78,110.99,45.76296296296296,82.37333333333333,uplift_1.8x,APPLY
Final Fantasy II - SNES Game,SNES,77.56,76.99,77.56,138.99,57.45185185185185,103.41333333333333,uplift_1.8x,APPLY
Final Fantasy III - SNES Game,SNES,101.5,100.99,101.5,181.99,75.18518518518518,135.33333333333331,uplift_1.8x,APPLY
Final Fantasy Legend 2 - Gameboy Game,Gameboy,44.36,43.99,44.36,78.99,32.859259259259254,59.14666666666666,uplift_1.8x,APPLY
Final Fantasy Mystic Quest - SNES Game,SNES,25.84,24.99,25.84,45.99,19.14074074074074,34.45333333333333,uplift_1.8x,APPLY
Final Fantasy XII [Collector's Edition] - PS2 Game,Playstation 2,16.15,15.99,16.15,28.99,11.962962962962962,21.53333333333333,uplift_1.8x,APPLY
Final Fight - SNES Game,SNES,19.21,18.99,19.21,33.99,14.22962962962963,25.613333333333333,uplift_1.8x,APPLY
Final Fight 2 - SNES Game,SNES,88.73,87.99,88.73,158.99,65.72592592592592,118.30666666666666,uplift_1.8x,APPLY
Firepower 2000 - SNES Game,SNES,35.89,34.99,35.89,63.99,26.585185185185185,47.85333333333333,uplift_1.8x,APPLY
Flashback The Quest for Identity - Sega CD Game,Sega CD,56.85,55.99,56.85,101.99,42.11111111111111,75.8,uplift_1.8x,APPLY
Flashback The Quest for Identity - Sega Genesis Game,Sega Genesis,20.01,19.99,20.01,35.99,14.822222222222223,26.680000000000003,uplift_1.8x,APPLY
Flicky - Sega Genesis Game,Sega Genesis,33.39,32.99,33.39,59.99,24.73333333333333,44.519999999999996,uplift_1.8x,APPLY
Force 21 - Gameboy Color Game,Gameboy Color,8.42,7.99,8.42,14.99,6.2370370370370365,11.226666666666667,uplift_1.8x,APPLY
Ford Bold Moves Street Racing - PSP Game,PSP,15.46,14.99,15.46,26.99,11.451851851851853,20.613333333333337,uplift_1.8x,APPLY
Ford Mustang The Legend Lives - PS2 Game,Playstation 2,7.43,6.99,7.43,12.99,5.503703703703703,9.906666666666666,uplift_1.8x,APPLY
Forgotten Worlds - Sega Genesis Game,Sega Genesis,29.57,28.99,29.57,52.99,21.9037037037037,39.42666666666666,uplift_1.8x,APPLY
Formula 1 - PS1 Game,Playstation,53.99,53.99,53.99,96.99,39.992592592592594,71.98666666666666,uplift_1.8x,APPLY
Formula One 2000 - Gameboy Color Game,Gameboy Color,24.64,23.99,24.64,43.99,18.25185185185185,32.85333333333333,uplift_1.8x,APPLY
Formula One Built To Win - NES Game,NES,48.76,47.99,48.76,86.99,36.11851851851851,65.01333333333332,uplift_1.8x,APPLY
Fox Hunt - PS1 Game,Playstation,139.63,138.99,139.63,250.99,103.42962962962962,186.17333333333332,uplift_1.8x,APPLY
Fox Sports Soccer 99 - PS1 Game,Playstation,3.99,3.99,3.99,6.99,2.9555555555555557,5.32,uplift_1.8x,APPLY
Frank Thomas Big Hurt Baseball - Sega Genesis Game,Sega Genesis,9.16,8.99,9.16,15.99,6.785185185185185,12.213333333333333,uplift_1.8x,APPLY
Freaky Flyers - Gamecube Game,Gamecube,52.96,51.99,52.96,94.99,39.22962962962963,70.61333333333333,uplift_1.8x,APPLY
Freedom Force - NES Game,NES,28.26,27.99,28.26,49.99,20.933333333333334,37.68,uplift_1.8x,APPLY
Friday the 13th - NES Game,NES,22.08,21.99,22.08,38.99,16.355555555555554,29.439999999999998,uplift_1.8x,APPLY
Frogger - Sega Genesis Game,Sega Genesis,14.49,13.99,14.49,25.99,10.733333333333333,19.32,uplift_1.8x,APPLY
Frogger Ancient Shadow - Gamecube Game,Gamecube,18.38,17.99,18.38,32.99,13.614814814814814,24.506666666666664,uplift_1.8x,APPLY
Frogger Ancient Shadow - PS2 Game,Playstation 2,15.11,14.99,15.11,26.99,11.192592592592591,20.146666666666665,uplift_1.8x,APPLY
"Frogger Hop, Skip & Jumpin' Fun - PS2 Game",Playstation 2,9.99,8.99,9.99,13.99,6.98,6.99,pc_search,APPLY
Frogger's Adventures The Rescue - Gamecube Game,Gamecube,15.11,14.99,15.11,26.99,11.192592592592591,20.146666666666665,uplift_1.8x,APPLY
Fugitive Hunter - PS2 Game,Playstation 2,14.16,13.99,14.16,24.99,10.488888888888889,18.88,uplift_1.8x,APPLY
Fun 'n Games - Sega Genesis Game,Sega Genesis,9.51,8.99,9.51,16.99,7.044444444444443,12.679999999999998,uplift_1.8x,APPLY
G-LOC Air Battle - Sega Genesis Game,Sega Genesis,12.96,11.99,12.96,22.99,9.6,17.28,uplift_1.8x,APPLY
G.I. Joe: A Real American Hero - NES Game,NES,120.15,119.99,120.15,215.99,89.0,160.20000000000002,uplift_1.8x,APPLY
Gadget Twins - Sega Genesis Game,Sega Genesis,20.69,19.99,20.69,36.99,15.325925925925926,27.586666666666666,uplift_1.8x,APPLY
Gain Ground - Sega Genesis Game,Sega Genesis,65.69,64.99,65.69,117.99,48.65925925925925,87.58666666666666,uplift_1.8x,APPLY
Galaxy Force II - Sega Genesis Game,Sega Genesis,16.59,15.99,16.59,28.99,12.288888888888888,22.119999999999997,uplift_1.8x,APPLY
Galidor Defenders of the Outer Dimension - GBA Game,Gameboy Advance,5.57,4.99,5.57,9.99,4.125925925925926,7.426666666666667,uplift_1.8x,APPLY
Game and Watch Gallery 4 - GBA Game,Gameboy Advance,21.24,20.99,21.24,37.99,15.73333333333333,28.319999999999997,uplift_1.8x,APPLY
General Chaos - Sega Genesis Game,Sega Genesis,28.99,28.99,28.99,51.99,21.47407407407407,38.65333333333333,uplift_1.8x,APPLY
Generations Lost - Sega Genesis Game,Sega Genesis,23.93,22.99,23.93,42.99,17.725925925925925,31.906666666666666,uplift_1.8x,APPLY
George Foreman's KO Boxing - Sega Genesis Game,Sega Genesis,5.8,4.99,5.8,9.99,4.296296296296296,7.7333333333333325,uplift_1.8x,APPLY
Gex 3: Deep Cover Gecko - Gameboy Color Game,Gameboy Color,11.6,10.99,11.6,19.99,8.592592592592592,15.466666666666665,uplift_1.8x,APPLY
Ghostbusters - Sega Genesis Game,Sega Genesis,79.27,78.99,79.27,141.99,58.718518518518515,105.69333333333333,uplift_1.8x,APPLY
Ghostbusters: The Video Game - Wii Game,Wii,11.99,10.99,11.99,15.99,8.41,8.41,pc_search,APPLY
Ghoul School - NES Game,NES,65.21,64.99,65.21,116.99,48.3037037037037,86.94666666666666,uplift_1.8x,APPLY
Ghouls 'N Ghosts - Sega Genesis Game,Sega Genesis,56.54,55.99,56.54,100.99,41.88148148148148,75.38666666666667,uplift_1.8x,APPLY
GI Joe The Atlantis Factor - NES Game,NES,68.67,67.99,68.67,122.99,50.86666666666667,91.56,uplift_1.8x,APPLY
Gilligan's Island - NES Game,NES,29.29,28.99,29.29,51.99,21.696296296296293,39.05333333333333,uplift_1.8x,APPLY
Go Go Tank - Gameboy Game,Gameboy,12.33,11.99,12.33,21.99,9.133333333333333,16.44,uplift_1.8x,APPLY
Goblin Commander - PS2 Game,Playstation 2,18.99,17.99,18.99,22.99,13.49,13.5,pc_search,APPLY
Gods - Sega Genesis Game,Sega Genesis,24.64,23.99,24.64,43.99,18.25185185185185,32.85333333333333,uplift_1.8x,APPLY
Golden Nugget - PS1 Game,Playstation,11.8,10.99,11.8,20.99,8.74074074074074,15.733333333333333,uplift_1.8x,APPLY
Golgo 13 Top Secret Episode - NES Game,NES,11.57,10.99,11.57,19.99,8.57037037037037,15.426666666666666,uplift_1.8x,APPLY
Goof Troop - SNES Game,SNES,34.96,33.99,34.96,61.99,25.896296296296295,46.61333333333333,uplift_1.8x,APPLY
Gradius Galaxies - GBA Game,Gameboy Advance,45.25,44.99,45.25,80.99,33.51851851851852,60.333333333333336,uplift_1.8x,APPLY
Gradius III - SNES Game,SNES,23.91,22.99,23.91,42.99,17.71111111111111,31.879999999999995,uplift_1.8x,APPLY
Gran Turismo Concept 2002 Tokyo-Geneva - PS2 Game,Playstation 2,21.32,20.99,21.32,37.99,15.792592592592591,28.426666666666666,uplift_1.8x,APPLY
Granada - Sega Genesis Game,Sega Genesis,55.09,54.99,55.09,98.99,40.80740740740741,73.45333333333335,uplift_1.8x,APPLY
Grand Prix Challenge - PS2 Game,Playstation 2,14.99,13.99,14.99,18.99,10.59,10.8,pc_search,APPLY
Grand Slam - Sega Saturn Game,Sega Saturn,59.84,58.99,59.84,106.99,44.32592592592592,79.78666666666666,uplift_1.8x,APPLY
Greatest Heavyweights - Sega Genesis Game,Sega Genesis,12.96,11.99,12.96,22.99,9.6,17.28,uplift_1.8x,APPLY
Greendog Beached Surfer Dude - Sega Genesis Game,Sega Genesis,16.6,15.99,16.6,28.99,12.296296296296296,22.133333333333333,uplift_1.8x,APPLY
Gretzky NHL 06 - PSP Game,PSP,7.39,6.99,7.39,12.99,5.474074074074074,9.853333333333333,uplift_1.8x,APPLY
Gretzky NHL 2005 - PS2 Game,Playstation 2,4.85,3.99,4.85,7.99,3.592592592592592,6.466666666666666,uplift_1.8x,APPLY
Grooverider Slot Car Thunder - Gamecube Game,Gamecube,29.62,28.99,29.62,52.99,21.94074074074074,39.49333333333333,uplift_1.8x,APPLY
Growl - Sega Genesis Game,Sega Genesis,109.55,108.99,109.55,196.99,81.14814814814814,146.06666666666666,uplift_1.8x,APPLY
Guitar Hero Smash Hits - Wii Game,Wii,52.68,51.99,52.68,93.99,39.02222222222222,70.24,uplift_1.8x,APPLY
Gunstar Heroes - Sega Genesis Game,Sega Genesis,91.6,90.99,91.6,163.99,67.85185185185185,122.13333333333333,uplift_1.8x,APPLY
Gyruss - NES Game,NES,13.04,12.99,13.04,22.99,9.659259259259258,17.386666666666667,uplift_1.8x,APPLY
Hammerin' Hero - PSP Game,PSP,79.98,78.99,79.98,142.99,59.24444444444444,106.64,uplift_1.8x,APPLY
Hannspree Ten Kate Honda SBK Superbike World Championship - PSP Game,PSP,6.99,6.99,6.99,11.99,5.177777777777778,9.32,uplift_1.8x,APPLY
Happy Feet - Gamecube Game,Gamecube,6.25,5.99,6.25,10.99,4.62962962962963,8.333333333333334,uplift_1.8x,APPLY
Happy Feet Two - Wii Game,Wii,7.17,6.99,7.17,11.99,5.311111111111111,9.56,uplift_1.8x,APPLY
HardBall III - Sega Genesis Game,Sega Genesis,8.27,7.99,8.27,13.99,6.125925925925925,11.026666666666666,uplift_1.8x,APPLY
Hardcore Pinball - GBA Game,Gameboy Advance,23.16,22.99,23.16,40.99,17.155555555555555,30.88,uplift_1.8x,APPLY
Harley Davidson Race Across America - Gameboy Color Game,Gameboy Color,14.04,13.99,14.04,24.99,10.399999999999999,18.72,uplift_1.8x,APPLY
Harry Potter Chamber of Secrets - Gamecube Game,Gamecube,16.9,15.99,16.9,17.99,12.34,13.5,pc_search,APPLY
Harry Potter Sorcerers Stone - Gamecube Game,Gamecube,98.5,97.99,98.5,176.99,72.96296296296296,131.33333333333334,uplift_1.8x,APPLY
