product,console,loose_old,loose_new,cib_old,cib_new,loose_market,cib_market,source,status
Spyro Attack of the Rhynocs - GBA Game,Gameboy Advance,20.6,19.99,20.6,36.99,15.25925925925926,27.46666666666667,uplift_1.8x,APPLY
Spyro Orange The Cortex Conspiracy - GBA Game,Gameboy Advance,9.96,8.99,9.96,16.99,7.377777777777778,13.280000000000001,uplift_1.8x,APPLY
Stacked With Daniel Negreanu - Xbox Game,Xbox,5.32,4.99,5.32,8.99,3.9407407407407407,7.093333333333334,uplift_1.8x,APPLY
Star Control - Sega Genesis Game,Sega Genesis,21.29,20.99,21.29,37.99,15.770370370370369,28.386666666666663,uplift_1.8x,APPLY
Star Fox - SNES Game,SNES,25.42,24.99,25.42,44.99,18.82962962962963,33.89333333333333,uplift_1.8x,APPLY
Star Fox Zero & Star Fox Guard Bundle - Wii U Game,Wii U,17.66,16.99,17.66,30.99,13.08148148148148,23.546666666666667,uplift_1.8x,APPLY
Star Ocean: Blue Sphere [Homebrew] - Gameboy Color Game,Gameboy Color,28.99,28.99,28.99,51.99,21.47407407407407,38.65333333333333,uplift_1.8x,APPLY
Star Soldier - NES Game,NES,10.21,9.99,10.21,17.99,7.562962962962963,13.613333333333335,uplift_1.8x,APPLY
Star Tropics II: Zoda's Revenge - NES Game,NES,24.65,23.99,24.65,43.99,18.259259259259256,32.86666666666666,uplift_1.8x,APPLY
Star Wars Clone Wars: Republic Heroes - PS2 Game,Playstation 2,11.21,10.99,11.21,19.99,8.303703703703704,14.946666666666667,uplift_1.8x,APPLY
Star Wars Episode I Jedi Power Battles - GBA Game,Gameboy Advance,30.36,29.99,30.36,53.99,22.488888888888887,40.48,uplift_1.8x,APPLY
Steambot Chronicles: Battle Tournament - PSP Game,PSP,66.05,65.99,66.05,117.99,48.925925925925924,88.06666666666666,uplift_1.8x,APPLY
SteamWorld Collection - Wii U Game,Wii U,38.99,37.99,38.99,39.99,28.48,29.95,pc_search,APPLY
Steel Empire - Sega Genesis Game,Sega Genesis,50.68,49.99,50.68,90.99,37.54074074074074,67.57333333333332,uplift_1.8x,APPLY
Stormlord - Sega Genesis Game,Sega Genesis,26.61,25.99,26.61,46.99,19.71111111111111,35.48,uplift_1.8x,APPLY
Street Fighter 2010 the Final Fight - NES Game,NES,22.19,21.99,22.19,38.99,16.437037037037037,29.586666666666666,uplift_1.8x,APPLY
Street Fighter Alpha 2 - SNES Game,SNES,86.99,86.99,86.99,155.99,64.43703703703703,115.98666666666665,uplift_1.8x,APPLY
Street Fighter EX 2 Plus - PS1 Game,Playstation,80.75,79.99,80.75,144.99,59.81481481481481,107.66666666666666,uplift_1.8x,APPLY
Street Fighter II - SNES Game,SNES,18.95,17.99,18.95,33.99,14.037037037037036,25.266666666666666,uplift_1.8x,APPLY
Street Fighter II Turbo - SNES Game,SNES,28.1,27.99,28.1,49.99,20.814814814814813,37.46666666666666,uplift_1.8x,APPLY
Street Fighter III 3rd Strike: Fight for the Future - Sega Dreamcast Game,Sega Dreamcast,111.7,110.99,111.7,200.99,82.74074074074073,148.93333333333334,uplift_1.8x,APPLY
Street Jam Basketball - GBA Game,Gameboy Advance,7.96,6.99,7.96,13.99,5.8962962962962955,10.613333333333332,uplift_1.8x,APPLY
Street Sk8er 2 - PS1 Game,Playstation,10.34,9.99,10.34,17.99,7.659259259259259,13.786666666666667,uplift_1.8x,APPLY
Street Smart - Sega Genesis Game,Sega Genesis,24.64,23.99,24.64,43.99,18.25185185185185,32.85333333333333,uplift_1.8x,APPLY
Strider - NES Game,NES,15.79,14.99,15.79,27.99,11.696296296296294,21.05333333333333,uplift_1.8x,APPLY
Strike Point - PS1 Game,Playstation,3.78,2.99,3.78,5.99,2.8,5.04,uplift_1.8x,APPLY
Stunt Race FX - SNES Game,SNES,15.02,14.99,15.02,26.99,11.125925925925925,20.026666666666664,uplift_1.8x,APPLY
Sub Terrania - Sega Genesis Game,Sega Genesis,11.73,10.99,11.73,20.99,8.688888888888888,15.639999999999999,uplift_1.8x,APPLY
Sum of All Fears - PS2 Game,Playstation 2,11.65,10.99,11.65,19.99,8.62962962962963,15.533333333333333,uplift_1.8x,APPLY
Summer Challenge - Sega Genesis Game,Sega Genesis,7.53,6.99,7.53,12.99,5.5777777777777775,10.04,uplift_1.8x,APPLY
Summon Night Swordcraft Story 2 - GBA Game,Gameboy Advance,123.98,122.99,123.98,222.99,91.83703703703704,165.30666666666667,uplift_1.8x,APPLY
Sunset Riders - Sega Genesis Game,Sega Genesis,61.67,60.99,61.67,110.99,45.68148148148148,82.22666666666666,uplift_1.8x,APPLY
Sunset Riders - SNES Game,SNES,114.9,113.99,114.9,205.99,85.11111111111111,153.20000000000002,uplift_1.8x,APPLY
Super Black Bass - SNES Game,SNES,13.49,12.99,13.49,23.99,9.992592592592592,17.986666666666665,uplift_1.8x,APPLY
Super Bomberman 2 - SNES Game,SNES,46.39,45.99,46.39,82.99,34.36296296296296,61.85333333333333,uplift_1.8x,APPLY
Super Bonk - SNES Game,SNES,109.9,108.99,109.9,196.99,81.4074074074074,146.53333333333333,uplift_1.8x,APPLY
Super Bubble Pop - Gamecube Game,Gamecube,9.28,8.99,9.28,15.99,6.874074074074073,12.373333333333333,uplift_1.8x,APPLY
Super Bubble Pop - PS1 Game,Playstation,9.5,8.99,9.5,16.99,7.037037037037036,12.666666666666666,uplift_1.8x,APPLY
Super Caesar's Palace - SNES Game,SNES,5.19,4.99,5.19,8.99,3.8444444444444446,6.92,uplift_1.8x,APPLY
Super Castlevania IV - SNES Game,SNES,65.24,64.99,65.24,116.99,48.32592592592592,86.98666666666666,uplift_1.8x,APPLY
Super Collapse II - GBA Game,Gameboy Advance,10.15,9.99,10.15,17.99,7.518518518518518,13.533333333333333,uplift_1.8x,APPLY
Super Dodge Ball - NES Game,NES,22.48,21.99,22.48,39.99,16.651851851851852,29.973333333333333,uplift_1.8x,APPLY
Super Double Dragon - SNES Game,SNES,56.55,55.99,56.55,100.99,41.888888888888886,75.39999999999999,uplift_1.8x,APPLY
Super Ghouls 'N Ghosts - SNES Game,SNES,42.05,41.99,42.05,74.99,31.148148148148145,56.06666666666666,uplift_1.8x,APPLY
Super Glove Ball - NES Game,NES,9.85,8.99,9.85,16.99,7.296296296296296,13.133333333333333,uplift_1.8x,APPLY
Super High Impact - Sega Genesis Game,Sega Genesis,8.21,7.99,8.21,13.99,6.0814814814814815,10.946666666666667,uplift_1.8x,APPLY
Super Mario All-Stars - SNES Game,SNES,28.8,27.99,28.8,50.99,21.333333333333332,38.4,uplift_1.8x,APPLY
Super Mario All-stars and Super Mario World - SNES Game,SNES,53.49,52.99,53.49,95.99,39.62222222222222,71.32,uplift_1.8x,APPLY
Super Mario All-Stars Limited Edition - Wii Game,Wii,37.71,36.99,37.71,66.99,27.933333333333334,50.28,uplift_1.8x,APPLY
Super Mario Ball - GBA Game,Gameboy Advance,24.06,23.99,24.06,42.99,17.82222222222222,32.08,uplift_1.8x,APPLY
Super Mario Kart - SNES Game,SNES,47.4,46.99,47.4,84.99,35.11111111111111,63.199999999999996,uplift_1.8x,APPLY
Super Mario RPG - SNES Game,SNES,132.62,131.99,132.62,237.99,98.23703703703704,176.82666666666668,uplift_1.8x,APPLY
Super Mario World - SNES Game,SNES,28.99,28.99,28.99,51.99,21.47407407407407,38.65333333333333,uplift_1.8x,APPLY
Super Mario World 2 Yoshi's Island - SNES Game,SNES,56.03,55.99,56.03,99.99,41.5037037037037,74.70666666666666,uplift_1.8x,APPLY
Super Metroid - SNES Game,SNES,100.76,99.99,100.76,180.99,74.63703703703703,134.34666666666666,uplift_1.8x,APPLY
Super Monaco GP II - Sega Genesis Game,Sega Genesis,22.4,21.99,22.4,39.99,16.59259259259259,29.866666666666667,uplift_1.8x,APPLY
Super Monkey Ball Deluxe - PS2 Game,Playstation 2,20.99,19.99,20.99,24.99,14.91,14.99,pc_search,APPLY
Super Ninja Boy - SNES Game,SNES,45.44,44.99,45.44,80.99,33.65925925925926,60.586666666666666,uplift_1.8x,APPLY
Super Nova - SNES Game,SNES,52.65,51.99,52.65,93.99,38.99999999999999,70.19999999999999,uplift_1.8x,APPLY
Super Off Road - Sega Genesis Game,Sega Genesis,14.12,13.99,14.12,24.99,10.459259259259259,18.826666666666668,uplift_1.8x,APPLY
Super Off Road - SNES Game,SNES,21.47,20.99,21.47,37.99,15.903703703703702,28.626666666666665,uplift_1.8x,APPLY
Super PickUps - Wii Game,Wii,8.36,7.99,8.36,14.99,6.192592592592592,11.146666666666667,uplift_1.8x,APPLY
Super Pinball Behind the Mask - SNES Game,SNES,10.6,9.99,10.6,18.99,7.851851851851851,14.133333333333333,uplift_1.8x,APPLY
Super Play Action Football - SNES Game,SNES,6.61,5.99,6.61,10.99,4.896296296296296,8.813333333333334,uplift_1.8x,APPLY
Super Punch Out - SNES Game,SNES,50.75,49.99,50.75,90.99,37.59259259259259,67.66666666666666,uplift_1.8x,APPLY
Super R-Type - SNES Game,SNES,20.02,19.99,20.02,35.99,14.829629629629629,26.69333333333333,uplift_1.8x,APPLY
Super Scope 6 - SNES Game,SNES,13.69,12.99,13.69,23.99,10.140740740740739,18.25333333333333,uplift_1.8x,APPLY
Super Scrabble - Gameboy Game,Gameboy,14.08,13.99,14.08,24.99,10.429629629629629,18.773333333333333,uplift_1.8x,APPLY
Super Shot Soccer - PS1 Game,Playstation,30.97,29.99,30.97,54.99,22.94074074074074,41.29333333333333,uplift_1.8x,APPLY
Super Smash TV - Sega Genesis Game,Sega Genesis,27.87,26.99,27.87,49.99,20.644444444444442,37.16,uplift_1.8x,APPLY
Super Smash TV - SNES Game,SNES,43.54,42.99,43.54,77.99,32.251851851851846,58.05333333333333,uplift_1.8x,APPLY
Super Star Wars - SNES Game,SNES,17.18,16.99,17.18,29.99,12.725925925925925,22.906666666666666,uplift_1.8x,APPLY
Super Star Wars Empire Strikes Back - SNES Game,SNES,27.12,26.99,27.12,47.99,20.08888888888889,36.160000000000004,uplift_1.8x,APPLY
Super Star Wars Return of the Jedi - SNES Game,SNES,22.08,21.99,22.08,38.99,16.355555555555554,29.439999999999998,uplift_1.8x,APPLY
Super Street Fighter II - Sega Genesis Game,Sega Genesis,84.1,83.99,84.1,150.99,62.29629629629629,112.13333333333333,uplift_1.8x,APPLY
Super Street Fighter II - SNES Game,SNES,27.71,26.99,27.71,48.99,20.525925925925925,36.946666666666665,uplift_1.8x,APPLY
Super Swing Golf Season 2 - Wii Game,Wii,10.47,9.99,10.47,17.99,7.7555555555555555,13.96,uplift_1.8x,APPLY
Super Team Games - NES Game,NES,9.35,8.99,9.35,15.99,6.925925925925926,12.466666666666667,uplift_1.8x,APPLY
Super Turrican - SNES Game,SNES,69.31,68.99,69.31,123.99,51.34074074074074,92.41333333333334,uplift_1.8x,APPLY
Supercross Circuit - PS1 Game,Playstation,11.76,10.99,11.76,20.99,8.71111111111111,15.68,uplift_1.8x,APPLY
Superman - NES Game,NES,29.71,28.99,29.71,52.99,22.007407407407406,39.61333333333333,uplift_1.8x,APPLY
Suzuki Super-Bikes II Riding Challenge - PS2 Game,Playstation 2,4.58,3.99,4.58,7.99,3.3925925925925924,6.1066666666666665,uplift_1.8x,APPLY
Swashbucklers - PS2 Game,Playstation 2,13.28,12.99,13.28,22.99,9.837037037037035,17.706666666666663,uplift_1.8x,APPLY
Sword of Sodan - Sega Genesis Game,Sega Genesis,13.56,12.99,13.56,23.99,10.044444444444444,18.080000000000002,uplift_1.8x,APPLY
Sword of Vermilion - Sega Genesis Game,Sega Genesis,21.75,20.99,21.75,38.99,16.11111111111111,29.0,uplift_1.8x,APPLY
Taboo the Sixth Sense - NES Game,NES,17.02,16.99,17.02,29.99,12.607407407407406,22.69333333333333,uplift_1.8x,APPLY
Tail of the Sun - PS1 Game,Playstation,51.11,50.99,51.11,91.99,37.859259259259254,68.14666666666666,uplift_1.8x,APPLY
Taito Legends 2 - PS2 Game,Playstation 2,17.99,16.99,17.99,24.99,12.99,18.64,pc_search,APPLY
TaleSpin - Sega Genesis Game,Sega Genesis,15.76,14.99,15.76,27.99,11.674074074074072,21.013333333333332,uplift_1.8x,APPLY
Tall Infinity - PS1 Game,Playstation,9.35,8.99,9.35,15.99,6.925925925925926,12.466666666666667,uplift_1.8x,APPLY
Task Force Harrier - Sega Genesis Game,Sega Genesis,51.03,50.99,51.03,90.99,37.8,68.03999999999999,uplift_1.8x,APPLY
Taz-Mania - Sega Genesis Game,Sega Genesis,10.8,9.99,10.8,18.99,8.0,14.4,uplift_1.8x,APPLY
Taz-Mania - SNES Game,SNES,12.09,11.99,12.09,20.99,8.955555555555556,16.12,uplift_1.8x,APPLY
Techno Cop - Sega Genesis Game,Sega Genesis,22.61,21.99,22.61,39.99,16.748148148148147,30.146666666666665,uplift_1.8x,APPLY
Tecmo Secret of the Stars - SNES Game,SNES,144.99,144.99,144.99,259.99,107.4,193.32000000000002,uplift_1.8x,APPLY
Tecmo Super Bowl - PS1 Game,Playstation,32.21,31.99,32.21,56.99,23.859259259259257,42.946666666666665,uplift_1.8x,APPLY
Tecmo Super Bowl - SNES Game,SNES,22.4,21.99,22.4,39.99,16.59259259259259,29.866666666666667,uplift_1.8x,APPLY
Tecmo Super Hockey - Sega Genesis Game,Sega Genesis,24.24,23.99,24.24,42.99,17.955555555555552,32.31999999999999,uplift_1.8x,APPLY
Tecmo Super NBA Basketball - Sega Genesis Game,Sega Genesis,9.86,8.99,9.86,16.99,7.303703703703703,13.146666666666665,uplift_1.8x,APPLY
Teen Titans 2 - GBA Game,Gameboy Advance,26.81,25.99,26.81,47.99,19.859259259259257,35.74666666666666,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles Hyperstone Heist - Sega Genesis Game,Sega Genesis,72.49,71.99,72.49,129.99,53.69629629629629,96.65333333333332,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles II Back from the Sewers - Gameboy Game,Gameboy,30.45,29.99,30.45,53.99,22.555555555555554,40.599999999999994,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles III Radical Rescue - Gameboy Game,Gameboy,111.27,110.99,111.27,199.99,82.42222222222222,148.35999999999999,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles III The Manhattan Project - NES Game,NES,47.49,46.99,47.49,84.99,35.17777777777778,63.32,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles IV Turtles in Time - SNES Game,SNES,72.49,71.99,72.49,129.99,53.69629629629629,96.65333333333332,uplift_1.8x,APPLY
Teenage Mutant Ninja Turtles Tournament Fighters - SNES Game,SNES,29.0,28.99,29.0,51.99,21.48148148148148,38.666666666666664,uplift_1.8x,APPLY
Ten Pin Alley - Sega Saturn Game,Sega Saturn,17.12,16.99,17.12,29.99,12.681481481481482,22.826666666666668,uplift_1.8x,APPLY
Tenchu 3 Wrath of Heaven - PS2 Game,Playstation 2,24.68,23.99,24.68,43.99,18.28148148148148,32.906666666666666,uplift_1.8x,APPLY
Tennis Arena - PS1 Game,Playstation,10.99,9.99,10.99,14.99,7.48,7.99,pc_search,APPLY
Test Drive 2001 - Gameboy Color Game,Gameboy Color,11.24,10.99,11.24,19.99,8.325925925925926,14.986666666666666,uplift_1.8x,APPLY
Test Drive Cycles - Gameboy Color Game,Gameboy Color,4.28,3.99,4.28,6.99,3.1703703703703705,5.706666666666667,uplift_1.8x,APPLY
Test Drive Eve of Destruction - Xbox Game,Xbox,43.37,42.99,43.37,77.99,32.12592592592592,57.826666666666654,uplift_1.8x,APPLY
Test Drive Off Road Wide Open - Xbox Game,Xbox,10.48,9.99,10.48,17.99,7.762962962962963,13.973333333333333,uplift_1.8x,APPLY
Test Drive Unlimited - PS2 Game,Playstation 2,20.99,16.99,20.99,20.99,12.73,15.85,pc_search,APPLY
Tetris 2 - SNES Game,SNES,15.15,14.99,15.15,26.99,11.222222222222221,20.2,uplift_1.8x,APPLY
Tetris and Dr. Mario - SNES Game,SNES,39.83,38.99,39.83,70.99,29.5037037037037,53.10666666666666,uplift_1.8x,APPLY
Tetris Attack - SNES Game,SNES,22.46,21.99,22.46,39.99,16.637037037037036,29.946666666666665,uplift_1.8x,APPLY
The 7th Saga - SNES Game,SNES,54.1,53.99,54.1,96.99,40.07407407407407,72.13333333333333,uplift_1.8x,APPLY
The Addams Family - Sega Genesis Game,Sega Genesis,22.71,21.99,22.71,39.99,16.822222222222223,30.28,uplift_1.8x,APPLY
The Adventures of Rocky and Bullwinkle and Friends - Sega Genesis Game,Sega Genesis,26.81,25.99,26.81,47.99,19.859259259259257,35.74666666666666,uplift_1.8x,APPLY
The Bible Game - GBA Game,Gameboy Advance,12.62,11.99,12.62,21.99,9.348148148148146,16.826666666666664,uplift_1.8x,APPLY
The Bible Game - Xbox Game,Xbox,10.85,9.99,10.85,18.99,8.037037037037036,14.466666666666665,uplift_1.8x,APPLY
The Bigs 2 - PS2 Game,Playstation 2,15.18,11.99,15.18,13.99,8.88,10.5,pc_search,APPLY
The Death and Return of Superman - SNES Game,SNES,78.84,77.99,78.84,140.99,58.4,105.12,uplift_1.8x,APPLY
The Divide Enemies Within - PS1 Game,Playstation,43.3,42.99,43.3,76.99,32.07407407407407,57.73333333333333,uplift_1.8x,APPLY
The Duel Test Drive II - Sega Genesis Game,Sega Genesis,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
The Flintstones Treasure of Sierra Madrock - SNES Game,SNES,101.46,100.99,101.46,181.99,75.15555555555555,135.28,uplift_1.8x,APPLY
The Game of Life - PS1 Game,Playstation,14.99,12.99,14.99,13.99,10.29,10.99,pc_search,APPLY
The Godfather - PS2 Game,Playstation 2,20.81,19.99,20.81,25.99,15.5,19.98,pc_search,APPLY
The Great Circus Mystery Starring Mickey and Minnie - SNES Game,SNES,31.73,30.99,31.73,56.99,23.503703703703703,42.306666666666665,uplift_1.8x,APPLY
The Humans - Sega Genesis Game,Sega Genesis,20.21,19.99,20.21,35.99,14.97037037037037,26.946666666666665,uplift_1.8x,APPLY
The Hustle Detroit Streets - PS2 Game,Playstation 2,7.14,6.99,7.14,11.99,5.288888888888888,9.519999999999998,uplift_1.8x,APPLY
The Hustle Detroit Streets - Xbox Game,Xbox,5.85,4.99,5.85,9.99,4.333333333333333,7.8,uplift_1.8x,APPLY
The Incredibles Rise of the Underminer - PS2 Game,Playstation 2,13.99,12.99,13.99,17.99,9.97,10.15,pc_search,APPLY
The Karate Kid - NES Game,NES,14.5,13.99,14.5,25.99,10.74074074074074,19.333333333333332,uplift_1.8x,APPLY
The Lion King - SNES Game,SNES,15.44,14.99,15.44,26.99,11.437037037037037,20.586666666666666,uplift_1.8x,APPLY
The Lost Vikings - Sega Genesis Game,Sega Genesis,15.82,14.99,15.82,27.99,11.718518518518518,21.093333333333334,uplift_1.8x,APPLY
The Lost Vikings - SNES Game,SNES,52.11,51.99,52.11,92.99,38.599999999999994,69.47999999999999,uplift_1.8x,APPLY
The Magic of Scheherazade - NES Game,NES,29.61,28.99,29.61,52.99,21.93333333333333,39.48,uplift_1.8x,APPLY
The Mask - SNES Game,SNES,117.09,116.99,117.09,209.99,86.73333333333333,156.12,uplift_1.8x,APPLY
The Ooze - Sega Genesis Game,Sega Genesis,28.99,28.99,28.99,51.99,21.47407407407407,38.65333333333333,uplift_1.8x,APPLY
The Pagemaster - SNES Game,SNES,11.61,10.99,11.61,19.99,8.6,15.48,uplift_1.8x,APPLY
The Punisher - Gameboy Game,Gameboy,32.63,31.99,32.63,57.99,24.17037037037037,43.50666666666667,uplift_1.8x,APPLY
The Punisher - NES Game,NES,39.31,38.99,39.31,69.99,29.118518518518517,52.413333333333334,uplift_1.8x,APPLY
The Ren and Stimpy Show Buckeroos - NES Game,NES,37.85,36.99,37.85,67.99,28.037037037037035,50.46666666666666,uplift_1.8x,APPLY
The Ren and Stimpy Show Fire Dogs - SNES Game,SNES,68.76,67.99,68.76,122.99,50.93333333333334,91.68,uplift_1.8x,APPLY
The Ren and Stimpy Show Stimpy's Invention - Sega Genesis Game,Sega Genesis,10.7,9.99,10.7,18.99,7.925925925925925,14.266666666666664,uplift_1.8x,APPLY
The Secret Saturdays: Beasts of The 5th Sun - PS2 Game,Playstation 2,5.87,4.99,5.87,9.99,4.348148148148148,7.826666666666667,uplift_1.8x,APPLY
The Simpsons Bart vs the Space Mutants - Sega Genesis Game,Sega Genesis,27.43,26.99,27.43,48.99,20.318518518518516,36.57333333333333,uplift_1.8x,APPLY
The Sims - PS2 Game,Playstation 2,12.99,9.99,12.99,10.99,7.47,8.31,pc_search,APPLY
The Sims 2 - PS2 Game,Playstation 2,12.99,12.99,12.99,17.99,10.04,10.22,pc_search,APPLY
The Sims 2: Pets - Gamecube Game,Gamecube,14.74,13.99,14.74,18.99,10.95,10.95,pc_search,APPLY
The Tale of Despereaux - PS2 Game,Playstation 2,8.49,7.99,8.49,14.99,6.288888888888889,11.32,uplift_1.8x,APPLY
The Three Stooges - PS1 Game,Playstation,23.73,22.99,23.73,41.99,17.577777777777776,31.639999999999997,uplift_1.8x,APPLY
The Uncanny X-Men - NES Game,NES,19.75,18.99,19.75,34.99,14.629629629629628,26.333333333333332,uplift_1.8x,APPLY
Theme Park - PS1 Game,Playstation,9.99,12.99,9.99,21.99,9.99,16.73,pc_search,APPLY
Theme Park - Sega Genesis Game,Sega Genesis,55.11,54.99,55.11,98.99,40.822222222222216,73.47999999999999,uplift_1.8x,APPLY
Threads of Fate - PS1 Game,Playstation,65.66,64.99,65.66,117.99,48.63703703703703,87.54666666666667,uplift_1.8x,APPLY
Thunder Alley - GBA Game,Gameboy Advance,9.27,8.99,9.27,15.99,6.866666666666666,12.36,uplift_1.8x,APPLY
Thunder Force III - Sega Genesis Game,Sega Genesis,79.01,78.99,79.01,141.99,58.525925925925925,105.34666666666666,uplift_1.8x,APPLY
Thunder Fox - Sega Genesis Game,Sega Genesis,36.96,35.99,36.96,65.99,27.377777777777776,49.28,uplift_1.8x,APPLY
Thundercade - NES Game,NES,14.51,13.99,14.51,25.99,10.748148148148147,19.346666666666664,uplift_1.8x,APPLY
Tiger Woods 2005 - PS2 Game,Playstation 2,7.99,6.99,7.99,7.99,5.85,5.93,pc_search,APPLY
Tiger Woods PGA Tour 10 - PS2 Game,Playstation 2,11.99,10.99,11.99,15.99,8.43,8.72,pc_search,APPLY
Tinstar - SNES Game,SNES,17.4,16.99,17.4,30.99,12.888888888888888,23.2,uplift_1.8x,APPLY
Tiny Toon Adventures ACME All-Stars - Sega Genesis Game,Sega Genesis,21.68,20.99,21.68,38.99,16.059259259259257,28.906666666666663,uplift_1.8x,APPLY
Tiny Toon Adventures: Scary Dreams - GBA Game,Gameboy Advance,145.0,144.99,145.0,260.99,107.4074074074074,193.33333333333334,uplift_1.8x,APPLY
TNN Bass Tournament of Champions - Sega Genesis Game,Sega Genesis,7.29,6.99,7.29,12.99,5.3999999999999995,9.719999999999999,uplift_1.8x,APPLY
ToeJam and Earl in Panic on Funkotron - Sega Genesis Game,Sega Genesis,26.06,25.99,26.06,45.99,19.3037037037037,34.74666666666666,uplift_1.8x,APPLY
Toki - NES Game,NES,75.95,74.99,75.95,135.99,56.25925925925926,101.26666666666667,uplift_1.8x,APPLY
Tokyo Xtreme Racer Advance - GBA Game,Gameboy Advance,15.94,14.99,15.94,27.99,11.807407407407407,21.253333333333334,uplift_1.8x,APPLY
Tom and Jerry War of Whiskers - Gamecube Game,Gamecube,31.11,30.99,31.11,55.99,23.04444444444444,41.48,uplift_1.8x,APPLY
Tomb Raider [Black Label] - PS1 Game,Playstation,19.17,18.99,19.17,33.99,14.200000000000001,25.560000000000002,uplift_1.8x,APPLY
Tomb Raider Legend - Xbox Game,Xbox,10.99,9.99,10.99,14.99,7.53,7.82,pc_search,APPLY
Tombs and Treasure - NES Game,NES,46.1,45.99,46.1,81.99,34.148148148148145,61.46666666666666,uplift_1.8x,APPLY
Tonka On The Job - GBA Game,Gameboy Advance,4.23,3.99,4.23,6.99,3.1333333333333333,5.64,uplift_1.8x,APPLY
Tonka Rescue Patrol - Gamecube Game,Gamecube,8.22,7.99,8.22,13.99,6.088888888888889,10.959999999999999,uplift_1.8x,APPLY
Tonka Space Station - PS1 Game,Playstation,9.14,8.99,9.14,15.99,6.770370370370371,12.186666666666667,uplift_1.8x,APPLY
Tony Hawk 2x - Xbox Game,Xbox,12.23,11.99,12.23,21.99,9.059259259259258,16.306666666666665,uplift_1.8x,APPLY
Tony Hawk 3 - Nintendo 64 Game,Nintendo 64,72.5,71.99,72.5,129.99,53.7037037037037,96.66666666666667,uplift_1.8x,APPLY
Toobin' - Gameboy Color Game,Gameboy Color,15.88,14.99,15.88,27.99,11.762962962962963,21.173333333333332,uplift_1.8x,APPLY
Top Gear - SNES Game,SNES,18.11,17.99,18.11,31.99,13.414814814814813,24.146666666666665,uplift_1.8x,APPLY
Top Gear 2 - SNES Game,SNES,34.86,33.99,34.86,61.99,25.82222222222222,46.48,uplift_1.8x,APPLY
Top Gear 3000 - SNES Game,SNES,72.43,71.99,72.43,129.99,53.65185185185185,96.57333333333334,uplift_1.8x,APPLY
Top Gun Combat Zones - Gamecube Game,Gamecube,10.99,9.99,10.99,14.99,7.94,7.99,pc_search,APPLY
Top Gun Firestorm Advance - GBA Game,Gameboy Advance,7.19,6.99,7.19,11.99,5.325925925925926,9.586666666666668,uplift_1.8x,APPLY
Torneko The Last Hope - PS1 Game,Playstation,162.64,161.99,162.64,291.99,120.47407407407405,216.8533333333333,uplift_1.8x,APPLY
Total Carnage - SNES Game,SNES,22.19,21.99,22.19,38.99,16.437037037037037,29.586666666666666,uplift_1.8x,APPLY
Toxic Crusaders - NES Game,NES,145.93,144.99,145.93,261.99,108.09629629629629,194.57333333333332,uplift_1.8x,APPLY
Toxic Crusaders - Sega Genesis Game,Sega Genesis,29.0,28.99,29.0,51.99,21.48148148148148,38.666666666666664,uplift_1.8x,APPLY
Toy Story - SNES Game,SNES,18.97,17.99,18.97,33.99,14.05185185185185,25.293333333333333,uplift_1.8x,APPLY
Toy Story 3: The Video Game - PSP Game,PSP,15.98,14.99,15.98,27.99,11.837037037037037,21.30666666666667,uplift_1.8x,APPLY
Transformers Beast Wars Transmetals - PS1 Game,Playstation,37.89,36.99,37.89,67.99,28.066666666666666,50.52,uplift_1.8x,APPLY
Transworld Surf Next Wave - Gamecube Game,Gamecube,15.48,14.99,15.48,26.99,11.466666666666667,20.64,uplift_1.8x,APPLY
Treasure Master - NES Game,NES,24.55,23.99,24.55,43.99,18.185185185185183,32.733333333333334,uplift_1.8x,APPLY
TRIBES Aerial Assault - PS2 Game,Playstation 2,7.52,6.99,7.52,12.99,5.5703703703703695,10.026666666666666,uplift_1.8x,APPLY
Triple Play 2002 - PS2 Game,Playstation 2,7.2,6.99,7.2,11.99,5.333333333333333,9.6,uplift_1.8x,APPLY
Triple Play 96 - Sega Genesis Game,Sega Genesis,7.84,6.99,7.84,13.99,5.807407407407407,10.453333333333333,uplift_1.8x,APPLY
Triple Play 99 - PS1 Game,Playstation,4.09,3.99,4.09,6.99,3.0296296296296292,5.453333333333333,uplift_1.8x,APPLY
Triple Play Gold - Sega Genesis Game,Sega Genesis,7.6,6.99,7.6,12.99,5.629629629629629,10.133333333333333,uplift_1.8x,APPLY
True Lies - SNES Game,SNES,59.09,58.99,59.09,105.99,43.77037037037037,78.78666666666668,uplift_1.8x,APPLY
Tube Slider - Gamecube Game,Gamecube,64.06,63.99,64.06,114.99,47.45185185185185,85.41333333333333,uplift_1.8x,APPLY
Turbo Turtle Adventure - GBA Game,Gameboy Advance,28.93,27.99,28.93,51.99,21.429629629629627,38.57333333333333,uplift_1.8x,APPLY
Turnabout - PS1 Game,Playstation,11.99,10.99,11.99,15.99,8.73,8.77,pc_search,APPLY
