product,variant,type,market_price,old_price,new_price,diff,profit,status
RBI Baseball 95 - Sega 32X Game,complete (cib),cib,99.59,79.2,134.99,55.79,31.19,APPLIED
Shadow Squadron - Sega 32X Game,game only,loose,28.17,39.63,38.99,-0.64,9.39,APPLIED
Shadow Squadron - Sega 32X Game,complete (cib),cib,36.24,39.63,48.99,9.36,11.03,APPLIED
Shinobi - Sega Master System Game,game only,loose,64.63,21.75,87.99,66.24,20.51,SAFETY (305% change)
Shinobi - Sega Master System Game,complete (cib),cib,162.2,21.75,218.99,197.24,50.14,SAFETY (907% change)
Space Harrier - Sega 32X Game,game only,loose,52.0,80.48,70.99,-9.49,16.63,APPLIED
Space Harrier - Sega 32X Game,complete (cib),cib,86.23,80.48,116.99,36.51,27.07,APPLIED
Star Trek: Starfleet Academy - Sega 32X Game,game only,loose,37.5,100.0,50.99,-49.01,11.71,APPLIED
Tempo - Sega 32X Game,game only,loose,85.0,136.0,114.99,-21.01,26.36,APPLIED
Tempo - Sega 32X Game,complete (cib),cib,145.0,136.0,195.99,59.99,45.01,APPLIED
UFC Sudden Impact - PS2 Game,game only,loose,61.54,11.51,83.99,72.48,19.71,SAFETY (630% change)
UFC Sudden Impact - PS2 Game,complete (cib),cib,80.0,11.51,108.99,97.48,25.53,SAFETY (847% change)
Virtua Cop - Sega Saturn Game,game only,loose,21.91,10.02,29.99,19.97,6.91,SAFETY (199% change)
Virtua Cop - Sega Saturn Game,complete (cib),cib,40.91,10.02,55.99,45.97,13.16,SAFETY (459% change)
Virtua Fighter - Sega 32X Game,game only,loose,20.0,29.58,27.99,-1.59,6.88,APPLIED
Virtua Fighter - Sega 32X Game,complete (cib),cib,45.0,29.58,60.99,31.41,13.92,SAFETY (106% change)
Virtua Fighter 2 - Sega Saturn Game,game only,loose,21.91,15.63,29.99,14.36,6.91,SAFETY (92% change)
Virtua Fighter 2 - Sega Saturn Game,complete (cib),cib,40.91,15.63,55.99,40.36,13.16,SAFETY (258% change)
Virtua Racing Deluxe - Sega 32X Game,game only,loose,15.03,21.55,20.99,-0.56,5.05,APPLIED
Virtua Racing Deluxe - Sega 32X Game,complete (cib),cib,24.99,21.55,33.99,12.44,7.71,APPLIED
WWF Raw - Sega 32X Game,game only,loose,37.5,67.2,50.99,-16.21,11.71,APPLIED
WWF Raw - Sega 32X Game,complete (cib),cib,70.6,67.2,95.99,28.79,22.31,APPLIED
WWF Wrestlemania: Arcade Game - Sega 32X Game,game only,loose,100.0,147.73,135.99,-11.74,31.75,APPLIED
WWF Wrestlemania: Arcade Game - Sega 32X Game,complete (cib),cib,149.99,147.73,202.99,55.26,46.81,APPLIED
